,Pluvial Flood - 5 year return period_mean,rawmean,normed
0,0.0,17.8392857143,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.082486748695373535,30.3527147698,0.0082486748695373528
4,0.026574238486911938,0.0265742384869,0.0026574238486911936
5,0.021044313907623291,128.095264924,0.0021044313907623291
6,0.0343741040963393,0.0343741040963,0.0034374104096339302
7,0.0,0.0,0.0
8,0.1164809912443161,0.116480991244,0.011648099124431609
9,0.0,0.0,0.0
10,0.0,52.5789473684,0.0
11,0.052914619445800781,43.4853966754,0.0052914619445800781
12,0.01048318509544645,0.0104831850954,0.0010483185095446451
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.033178659422057014,0.0331786594221,0.0033178659422057012
17,0.10293824672698974,0.102938246727,0.010293824672698975
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,71.3571428571,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,149.85,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0097261901412691396,0.00972619014127,0.00097261901412691392
40,0.0,0.0,0.0
41,0.13120192289352417,0.131201922894,0.013120192289352416
42,0.0,35.6785714286,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.14240000247955323,0.14240000248,0.014240000247955322
48,0.0,0.0,0.0
49,0.025502500789506093,0.0255025007895,0.0025502500789506095
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,499.5,0.0
57,0.0051792748272418976,47.5763607933,0.00051792748272418978
58,0.0,210.315789474,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,333.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.004166666728754838,0.00416666672875,0.00041666667287548379
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.012783055504163107,0.0127830555042,0.0012783055504163106
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,199.8,0.0
72,0.0,199.8,0.0
73,0.0,0.0,0.0
74,0.018213572246687754,0.0182135722467,0.0018213572246687753
75,0.0,0.0,0.0
76,0.0,499.5,0.0
77,0.0,333.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.072588086128234863,0.0725880861282,0.0072588086128234867
81,0.0,599.4,0.0
82,0.0,199.8,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,111.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,599.4,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,333.0,0.0
93,--,999.0,--
94,0.0,157.736842105,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,181.636363636,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0088988333940505978,0.00889883339405,0.00088988333940505978
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,0.0,0.0,0.0
131,0.0,0.0,0.0
132,0.0,0.0,0.0
133,0.0,0.0,0.0
134,0.0,238.891304348,0.0
135,0.0,0.0,0.0
136,0.0,0.0,0.0
